ID,SPID,First_Name,Last_Name,Address,City,State / County / Province,Zip / Post Postal,Country,Phone1,Phone2,email,TimeZone,Languages,Profession,Specialisation,DegreeLevel,Degree,Institution,YearsOfExperience,BankName,BankAccountNumber,BankSWIFTCode,NumberOfTimesListed,TimesConnectedConnected,AmountEarned
1124,SP00000624,Jenifer,Emanuel,78 152nd Ave #4179,Duncan,BC,V9L 4G2,Canada,250-947-2063,250-845-8934,jemanuel@emanuel.com,GMT-8,"7,8",P0002,P0002S0015,DL0001,D0042,INST00421,YOE03,,,,,,
1125,SP00000625,Makeda,Nosis,956 Sierra Ave,Toronto,ON,M5K 1A1,Canada,416-827-4082,416-523-2691,makeda.nosis@yahoo.com,GMT-5,3,P0002,P0002S0011,DL0002,D0145,INST00079,YOE05,,,,,,
1126,SP00000626,Vivan,Oppy,4696 Alewa Dr,Swift Current,SK,S9H 3S9,Canada,306-325-3090,306-606-8869,voppy@gmail.com,GMT-6,7,P0002,P0002S0010,DL0003,D0215,INST00390,YOE02,,,,,,
1127,SP00000627,Eric,Gazzola,732 Congress St,Saint-Georges,QC,G5Z 0N4,Canada,418-274-7373,418-389-1370,eric@cox.net,GMT-5,6,P0002,P0002S0014,DL0002,D0096,INST00277,YOE05,,,,,,
1128,SP00000628,Thersa,Davirro,863 E Mcdowell Rd,Kamloops,BC,V2C 6S8,Canada,250-540-5275,250-359-4646,thersa.davirro@aol.com,GMT-8,3,P0002,P0002S0013,DL0003,D0289,INST00263,YOE02,,,,,,
1129,SP00000629,Mindy,Presnal,82 Us Highway 111,Vancouver,BC,V5X 3K2,Canada,604-213-8721,604-936-4293,mpresnal@yahoo.com,GMT-8,"3,7",P0002,P0002S0015,DL0003,D0240,INST00168,YOE06,,,,,,
1130,SP00000630,Luis,Metzner,8868 S Arroyo Pkwy #996,Trois-Rivieres,QC,G8V 2J6,Canada,819-860-8913,819-747-5807,lmetzner@metzner.org,GMT-5,3,P0002,P0002S0016,DL0003,D0303,INST00344,YOE03,,,,,,
1131,SP00000631,Dawne,Mcloud,25 Keystone Xing,Stoney Creek,ON,L8E 2E4,Canada,905-760-9649,905-999-2576,dmcloud@cox.net,GMT-5,7,P0001,P0001S0002,DL0002,D0069,INST00215,YOE01,,,,,,
1132,SP00000632,Karrie,Kinikini,491 Main St #893,Kamloops,BC,V2B 7X9,Canada,250-384-7658,250-661-6367,karrie_kinikini@kinikini.org,GMT-8,8,P0003,P0003S0029,DL0002,D0105,INST00224,YOE04,,,,,,
1133,SP00000633,Mozelle,Hermon,523 Spencerville Ct,Mount Pisgah,NB,E4G 1E8,Canada,506-573-3112,506-834-4114,mozelle_hermon@cox.net,GMT-5,9,P0003,P0003S0021,DL0003,D0261,INST00111,YOE01,,,,,,
1134,SP00000634,Mila,Hair,515 S Main St,Saint-Leonard,QC,H1P 1M8,Canada,514-945-2978,514-363-9034,mhair@cox.net,GMT-5,"9,3",P0002,P0002S0014,DL0003,D0252,INST00271,YOE05,,,,,,
1135,SP00000635,Gilma,Jefferys,147 E Centre St,Halifax,NS,B3H 4E1,Canada,902-804-8543,902-756-4703,gjefferys@aol.com,GMT-5,9,P0001,P0001S0004,DL0002,D0101,INST00336,YOE02,,,,,,
1136,SP00000636,Armanda,Mcduffie,989 Wyatt Dr #7,Cowansville,QC,J2K 2M6,Canada,450-866-7181,450-681-1613,armanda.mcduffie@hotmail.com,GMT-5,9,P0003,P0003S0031,DL0001,D0030,INST00452,YOE05,,,,,,
1137,SP00000637,Vonda,Normandeau,9891 Main St,Mirabel,QC,J7J 1G7,Canada,450-706-3809,450-473-8682,vonda@yahoo.com,GMT-5,1,P0004,P0004S0053,DL0001,D0060,INST00445,YOE05,,,,,,
1138,SP00000638,Truman,Mondale,1657 N Green St,Peterborough,ON,K9J 0A1,Canada,705-757-7389,705-234-5820,truman.mondale@aol.com,GMT-5,7,P0002,P0002S0015,DL0004,D0326,INST00007,YOE01,,,,,,
1139,SP00000639,Elvis,Tenuta,6437 Date Palm Dr,Calgary,AB,T2B 0X5,Canada,403-415-1285,403-329-4641,elvis_tenuta@tenuta.org,GMT-7,"8,5",P0004,P0004S0051,DL0003,D0221,INST00333,YOE06,,,,,,
1140,SP00000640,Loise,Dedaj,1062 Rd,Saskatoon,SK,S7K 5J3,Canada,306-964-9291,306-310-4288,loise@aol.com,GMT-6,8,P0002,P0002S0011,DL0003,D0255,INST00392,YOE05,,,,,,
1141,SP00000641,Jannette,Pedder,73 Madison Ave,Vancouver,BC,V6L 2V9,Canada,604-953-5335,604-889-3061,jpedder@pedder.com,GMT-8,5,P0004,P0004S0048,DL0002,D0174,INST00274,YOE06,,,,,,
1142,SP00000642,Margo,Rand,344 Lyndon St,Concord,ON,L4K 1J7,Canada,905-781-3868,905-855-2524,margo@rand.org,GMT-5,8,P0003,P0003S0039,DL0003,D0306,INST00198,YOE05,,,,,,
1143,SP00000643,Dahlia,Benett,3986 Home Life,Alma,QC,G8B 1K7,Canada,418-344-9993,418-720-5596,dahlia_benett@aol.com,GMT-5,6,P0003,P0003S0034,DL0003,D0294,INST00040,YOE01,,,,,,
1144,SP00000644,Dominga,Mckeon,68 Dd N #1,Trois-Rivieres,QC,G8T 7G3,Canada,819-627-1581,819-974-1149,dominga_mckeon@yahoo.com,GMT-5,"1,9",P0001,P0001S0004,DL0003,D0241,INST00026,YOE05,,,,,,
1145,SP00000645,Hollis,Keomuangtai,27 7th St,Keswick,ON,L4P 1V3,Canada,905-928-5294,905-356-3061,hollis.keomuangtai@cox.net,GMT-5,7,P0002,P0002S0011,DL0003,D0206,INST00283,YOE06,,,,,,
1146,SP00000646,Carry,Ziller,8 Maynesboro St,Strathroy,ON,N7G 3H9,Canada,519-847-8783,519-902-8276,carry@cox.net,GMT-5,4,P0001,P0001S0008,DL0002,D0096,INST00134,YOE03,,,,,,
1147,SP00000647,Bong,Fears,7 State St #1,Pierrefonds,QC,H9H 3C8,Canada,514-308-1992,514-798-2801,bfears@fears.org,GMT-5,4,P0002,P0002S009,DL0002,D0176,INST00068,YOE03,,,,,,
1148,SP00000648,Yolande,Staiano,21 N 14th St,Orleans,ON,K1C 3C7,Canada,613-700-7712,613-896-1928,yolande_staiano@gmail.com,GMT-5,1,P0003,P0003S0041,DL0002,D0159,INST00333,YOE02,,,,,,
1149,SP00000649,Lottie,Hegdahl,45 W 21st St,Unionville,ON,L3R 2H1,Canada,905-638-1034,905-780-4717,lottie_hegdahl@aol.com,GMT-5,"6,1",P0001,P0001S0001,DL0001,D0010,INST00065,YOE06,,,,,,
1150,SP00000650,Jose,Kylish,93 Law Dr,Pierrefonds,QC,H9J 1W6,Canada,514-211-3774,514-504-3039,jose.kylish@aol.com,GMT-5,7,P0004,P0004S0051,DL0002,D0144,INST00382,YOE04,,,,,,
1151,SP00000651,Tuyet,Abramovitz,976 Cozycroft Ave,Richmond Hill,ON,L4E 4P3,Canada,905-790-7938,905-876-7283,tuyet.abramovitz@abramovitz.com,GMT-5,9,P0001,P0001S0004,DL0003,D0196,INST00344,YOE06,,,,,,
1152,SP00000652,Pearline,Provenzano,611 S 2nd St,Concord,ON,L4K 1V4,Canada,905-734-9102,905-871-6252,pearline.provenzano@provenzano.org,GMT-5,5,P0001,P0001S0001,DL0001,D0015,INST00123,YOE03,,,,,,
1153,SP00000653,Robt,Hankison,3780 Ronson Rd,Quebec,QC,G1L 4H3,Canada,418-874-8104,418-997-2257,robt_hankison@cox.net,GMT-5,8,P0002,P0002S0016,DL0004,D0327,INST00078,YOE02,,,,,,
1154,SP00000654,Shawnee,Kesten,5 W Irving Park Rd,Big Ridge,NS,B1K 1X8,Canada,902-208-1038,902-514-6214,shawnee@yahoo.com,GMT-5,"4,3",P0002,P0002S0015,DL0003,D0273,INST00343,YOE01,,,,,,
1155,SP00000655,Lacresha,Quinones,48 Bernardo Cent,Vaudreuil-Dorion,QC,J7V 5V8,Canada,450-213-1080,450-248-5946,lacresha@hotmail.com,GMT-5,1,P0001,P0001S0001,DL0002,D0129,INST00099,YOE02,,,,,,
1156,SP00000656,Basilia,Vinroe,45 S Wells Ave,Quebec,QC,G1H 1A6,Canada,418-386-6120,418-417-9632,basilia.vinroe@gmail.com,GMT-5,2,P0002,P0002S0014,DL0002,D0173,INST00496,YOE03,,,,,,
1157,SP00000657,Aleisha,Areizaga,960 Deming Way,Quebec,QC,G1C 5G2,Canada,418-408-1640,418-915-1088,aareizaga@hotmail.com,GMT-5,9,P0004,P0004S0053,DL0001,D0011,INST00410,YOE01,,,,,,
1158,SP00000658,Frank,Tryninewski,462 2nd St,Prince Albert,SK,S6V 6E5,Canada,306-653-1772,306-265-2144,ftryninewski@gmail.com,GMT-6,8,P0001,P0001S0008,DL0002,D0159,INST00013,YOE06,,,,,,
1159,SP00000659,Ria,Steinhorst,269 Commercial Dr,Jonquiere,QC,G7S 2S3,Canada,418-319-1374,418-221-6034,ria.steinhorst@steinhorst.com,GMT-5,"9,8",P0002,P0002S0014,DL0003,D0276,INST00213,YOE05,,,,,,
1160,SP00000660,Carla,Kallenberger,8 Commercial Blvd #9,Hanover,ON,N4N 1Z7,Canada,519-646-7797,519-560-6667,carla@aol.com,GMT-5,6,P0002,P0002S0016,DL0003,D0297,INST00167,YOE02,,,,,,
1161,SP00000661,Lashanda,Skahan,739 Stockton Ave,Gray Rapids,NB,E9B 1G6,Canada,506-497-2698,506-543-5119,lashanda.skahan@aol.com,GMT-5,2,P0002,P0002S00017,DL0003,D0264,INST00058,YOE03,,,,,,
1162,SP00000662,Jarod,Catalina,60 Sunrise Ave,North Bay,ON,P1B 2L4,Canada,705-369-2146,705-915-3282,jcatalina@aol.com,GMT-5,8,P0004,P0004S0048,DL0002,D0119,INST00169,YOE03,,,,,,
1163,SP00000663,Leoma,Rabago,575 Washington St,Nanaimo,BC,V9R 6W5,Canada,250-810-7815,250-340-9574,leoma.rabago@hotmail.com,GMT-8,3,P0002,P0002S00017,DL0001,D0028,INST00382,YOE04,,,,,,
1164,SP00000664,Yasuko,Greeves,4634 Anania Dr,Vernon,BC,V1B 3Z4,Canada,250-891-6910,250-302-7554,ygreeves@cox.net,GMT-8,"8,5",P0002,P0002S0012,DL0002,D0115,INST00330,YOE05,,,,,,
1165,SP00000665,Jimmie,Snelling,24 Sw Bridgeport Rd,Oakville,ON,L6J 7H9,Canada,905-772-1416,905-958-5143,jimmie.snelling@gmail.com,GMT-5,6,P0004,P0004S0046,DL0001,D0005,INST00334,YOE02,,,,,,
1166,SP00000666,Titus,Dugre,419 N Dixboro Rd #8,Gatineau,QC,J9J 0V4,Canada,819-983-1846,819-842-7631,titus.dugre@dugre.org,GMT-5,5,P0003,P0003S0028,DL0001,D0033,INST00257,YOE05,,,,,,
1167,SP00000667,Joanne,Teoh,1 W Sierra Madre Blvd #9985,St Catharines,ON,L2M 1R4,Canada,905-219-6895,905-928-7775,joanne@yahoo.com,GMT-5,4,P0002,P0002S0015,DL0002,D0162,INST00284,YOE04,,,,,,
1168,SP00000668,Suzi,Groom,9 W Jackson Blvd,Surrey,BC,V3S 7P4,Canada,604-700-2946,604-811-1777,suzi.groom@groom.org,GMT-8,6,P0002,P0002S0012,DL0003,D0197,INST00105,YOE02,,,,,,
1169,SP00000669,Denny,Amazan,4974 Rockburn Hill Rd #3,Surrey,BC,V4A 8M9,Canada,604-239-4105,604-864-8071,denny@amazan.com,GMT-8,"9,1",P0001,P0001S0006,DL0001,D0039,INST00213,YOE05,,,,,,
1170,SP00000670,Willie,Coughlan,8545 S Westshore Blvd,Cantley,QC,J8V 3K1,Canada,819-869-6389,819-816-5427,willie@aol.com,GMT-5,5,P0001,P0001S0003,DL0001,D0021,INST00260,YOE06,,,,,,
1171,SP00000671,Margurite,Brake,258 S Ash Ave,Amherstburg,ON,N9V 1S8,Canada,519-476-5983,519-248-6055,margurite.brake@yahoo.com,GMT-5,4,P0001,P0001S0001,DL0002,D0114,INST00150,YOE06,,,,,,
1172,SP00000672,Arlen,Romack,1 W Green Bay St,Saint John,NB,E2K 3R6,Canada,506-218-3036,506-871-1452,arlen.romack@yahoo.com,GMT-5,4,P0003,P0003S0023,DL0003,D0199,INST00255,YOE06,,,,,,
1173,SP00000673,Shaniqua,Corna,8 Sylvan Ave,North York,ON,M3H 5X6,Canada,416-573-9093,416-693-2920,shaniqua@yahoo.com,GMT-5,6,P0004,P0004S0050,DL0003,D0212,INST00265,YOE01,,,,,,
1174,SP00000674,William,Boccard,9 Clove Rd,Pointe-aux-Trembles,QC,H1B 4R4,Canada,514-606-4631,514-570-9479,william@gmail.com,GMT-5,"3,2",P0001,P0001S0005,DL0003,D0243,INST00196,YOE01,,,,,,
1175,SP00000675,Silva,Riviere,10 Canal St,Pierrefonds,QC,H8Y 2A9,Canada,514-319-4125,514-592-7645,silva.riviere@riviere.org,GMT-5,8,P0001,P0001S0007,DL0002,D0150,INST00230,YOE05,,,,,,
1176,SP00000676,Gearldine,Haberle,62 N 3rd St,Calgary,AB,T2J 0S5,Canada,403-810-3712,403-242-6060,gearldine_haberle@hotmail.com,GMT-7,5,P0004,P0004S0051,DL0003,D0195,INST00016,YOE04,,,,,,
1177,SP00000677,Azalee,Aja,2607 Market St,Chateauguay,QC,J6J 3J8,Canada,450-515-9694,450-933-2068,azalee.aja@cox.net,GMT-5,6,P0004,P0004S0050,DL0001,D0002,INST00238,YOE04,,,,,,
1178,SP00000678,Kimbery,Plikerd,62 15th Ave #63,Duncan,BC,V9L 2E9,Canada,250-504-9388,250-654-7546,kimbery.plikerd@cox.net,GMT-8,3,P0002,P0002S00010,DL0001,D0046,INST00388,YOE06,,,,,,
1179,SP00000679,Ricarda,Kratt,1 Clairemont Mesa Blvd,New Glasgow,NS,B2H 3Y5,Canada,902-614-2197,902-717-8376,rkratt@yahoo.com,GMT-5,"6,5",P0002,P0002S009,DL0001,D0005,INST00291,YOE06,,,,,,
1180,SP00000680,Macy,Massay,6 N Water St,Dauphin,MB,R7N 2C7,Canada,204-656-8450,204-825-5825,macy@hotmail.com,GMT-6,7,P0003,P0003S0018,DL0002,D0073,INST00173,YOE05,,,,,,
1181,SP00000681,Carol,Normington,1 S Kresson St,Alma,QC,G8E 1G2,Canada,418-540-2207,418-264-8597,carol@gmail.com,GMT-5,2,P0002,P0002S0012,DL0003,D0225,INST00103,YOE05,,,,,,
1182,SP00000682,Blythe,Czaplinski,4 S 4th St,Calgary,AB,T2V 2M5,Canada,403-775-4053,403-660-6436,blythe_czaplinski@czaplinski.com,GMT-7,3,P0003,P0003S0022,DL0003,D0195,INST00474,YOE05,,,,,,
1183,SP00000683,Tanesha,Tesseneer,326 Witherspoon St,Etobicoke,ON,M9R 2W5,Canada,416-568-3388,416-227-8643,tanesha_tesseneer@hotmail.com,GMT-5,7,P0003,P0003S0030,DL0003,D0289,INST00376,YOE03,,,,,,
1184,SP00000684,Yaeko,Orndoff,66 Hoffman St,St Thomas,ON,N5P 2E5,Canada,519-625-4433,519-737-1130,yaeko_orndoff@orndoff.org,GMT-5,"6,10",P0003,P0003S0024,DL0001,D0063,INST00436,YOE03,,,,,,
1185,SP00000685,Broderick,Lorenz,185 Davis St,Saskatoon,SK,S7N 3M6,Canada,306-285-1574,306-649-5882,broderick_lorenz@hotmail.com,GMT-6,3,P0002,P0002S0015,DL0003,D0189,INST00268,YOE04,,,,,,
1186,SP00000686,Twila,Shadle,20 Simpson Ferry Rd,Victoria,BC,V8Y 1H4,Canada,250-862-6746,250-548-7509,tshadle@shadle.com,GMT-8,5,P0002,P0002S0017,DL0001,D0010,INST00062,YOE01,,,,,,
1187,SP00000687,Sarina,Pead,7821 16th St Nw,Ajax,ON,L1S 1S7,Canada,905-696-6221,905-927-3049,spead@cox.net,GMT-5,6,P0003,P0003S0022,DL0003,D0254,INST00023,YOE02,,,,,,
1188,SP00000688,Candra,Peets,9 Pulaski Park Dr #7,North Bay,ON,P1B 2V6,Canada,705-799-1235,705-462-8314,candra@hotmail.com,GMT-5,7,P0002,P0002S0014,DL0001,D0017,INST00474,YOE02,,,,,,
1189,SP00000689,Von,Aprigliano,63 Baronne St,Port Moody,BC,V3H 1E8,Canada,604-986-3233,604-853-6594,von@aol.com,GMT-8,"9,7",P0004,P0004S0051,DL0003,D0207,INST00391,YOE02,,,,,,
1190,SP00000690,Natalya,Verso,74 Chestnut St,Kitchener,ON,N2A 1S3,Canada,519-736-9305,519-935-3251,natalya_verso@yahoo.com,GMT-5,5,P0003,P0003S0040,DL0003,D0312,INST00401,YOE01,,,,,,
1191,SP00000691,Stanton,Rigazio,4 Smith St #5,North York,ON,M3M 2A4,Canada,416-801-7398,416-974-8005,srigazio@rigazio.org,GMT-5,4,P0003,P0003S0033,DL0003,D0219,INST00059,YOE06,,,,,,
1192,SP00000692,Dona,Larner,4298 E Drinker St,York,ON,M6M 1V5,Canada,416-884-9104,416-488-1936,dona@hotmail.com,GMT-5,6,P0001,P0001S0002,DL0002,D0168,INST00405,YOE05,,,,,,
1193,SP00000693,Cortney,Choice,80 S 33rd Pl,Greenfield Park,QC,J4V 3G8,Canada,450-339-6016,450-498-1871,cortney.choice@choice.com,GMT-5,6,P0001,P0001S0003,DL0002,D0081,INST00065,YOE03,,,,,,
1194,SP00000694,Ira,Betterton,935 S Padre Island Dr,Halifax,NS,B3K 3E4,Canada,902-240-7029,902-579-3428,ira.betterton@yahoo.com,GMT-5,"8,8",P0003,P0003S0025,DL0001,D0003,INST00426,YOE04,,,,,,
1195,SP00000695,Vanna,Pickle,3 B Main #117,Newmarket,ON,L3Y 3M4,Canada,905-309-4565,905-538-1331,vanna_pickle@aol.com,GMT-5,2,P0003,P0003S0035,DL0003,D0279,INST00329,YOE02,,,,,,
1196,SP00000696,Bo,Sabota,779 Moore St,Winnipeg,MB,R3R 2Z5,Canada,204-210-4967,204-591-6137,bo_sabota@sabota.com,GMT-6,3,P0003,P0003S0021,DL0001,D0008,INST00216,YOE06,,,,,,
1197,SP00000697,Nathalie,Corners,14 Van Buren St,Peterborough,ON,K9H 4B6,Canada,705-736-4801,705-651-4065,nathalie_corners@corners.org,GMT-5,7,P0001,P0001S0003,DL0001,D0028,INST00279,YOE04,,,,,,
1198,SP00000698,Rodney,Lockamy,7 N Us Highway 67 #96,Ottawa,ON,K1S 2E4,Canada,613-273-5773,613-555-5392,rodney_lockamy@aol.com,GMT-5,6,P0004,P0004S0052,DL0002,D0077,INST00349,YOE02,,,,,,
1199,SP00000699,Elena,Hairr,31 Mechanic St #9839,Stephenville,NL,A2N 2N4,Canada,709-399-4807,709-427-8386,ehairr@hotmail.com,GMT-3.5,"3,7",P0004,P0004S0048,DL0002,D0070,INST00221,YOE01,,,,,,
1200,SP00000700,Blossom,Kraatz,881 Route 38,North York,ON,M4A 2A6,Canada,416-631-1863,416-960-8915,blossom_kraatz@kraatz.org,GMT-5,7,P0002,P0002S0011,DL0002,D0143,INST00021,YOE06,,,,,,
1201,SP00000701,Loreen,Griepentrog,6 Monard Dr,Orleans,ON,K1C 2E5,Canada,613-684-4467,613-959-2224,loreen_griepentrog@aol.com,GMT-5,5,P0004,P0004S0053,DL0003,D0213,INST00208,YOE03,,,,,,
1202,SP00000702,Tayna,Keirnan,18 Cowesett Ave,Barrie,ON,L4N 5C5,Canada,705-655-5936,705-731-4284,tayna_keirnan@gmail.com,GMT-5,8,P0001,P0001S0008,DL0003,D0299,INST00291,YOE05,,,,,,
1203,SP00000703,Nieves,Planty,684 Albion Rd,Peterborough,ON,K9H 3K7,Canada,705-616-5386,705-997-9149,nplanty@gmail.com,GMT-5,8,P0001,P0001S0005,DL0002,D0175,INST00027,YOE05,,,,,,
1204,SP00000704,Glenn,Robinault,8700 S Jefferson Rd #676,Lachine,QC,H8S 3A8,Canada,514-330-5479,514-322-5935,glenn.robinault@cox.net,GMT-5,"8,6",P0002,P0002S0009,DL0002,D0105,INST00024,YOE05,,,,,,
1205,SP00000705,Julianna,Racer,4407 Chestnut Ridge Dr,Saint John,NB,E2K 5L7,Canada,506-752-6097,506-958-3152,jracer@cox.net,GMT-5,3,P0004,P0004S0049,DL0002,D0096,INST00318,YOE03,,,,,,
1206,SP00000706,Ashton,Nitchals,13 Midway Pl,Oakville,ON,L6H 5G1,Canada,905-725-6769,905-586-2298,ashton@cox.net,GMT-5,5,P0004,P0004S0053,DL0003,D0205,INST00350,YOE04,,,,,,
1207,SP00000707,Shaun,Scovil,253 Hamilton Ave #1684,Pickering,ON,L1W 2P9,Canada,905-907-6615,905-984-4439,shaun_scovil@aol.com,GMT-5,8,P0003,P0003S0038,DL0004,D0324,INST00318,YOE05,,,,,,
1208,SP00000708,Long,Shintaku,8 W 41st Ave,Blainville,QC,J7C 2R9,Canada,450-771-5010,450-679-3521,long.shintaku@shintaku.org,GMT-5,6,P0003,P0003S0028,DL0003,D0274,INST00182,YOE02,,,,,,
1209,SP00000709,Vinnie,Meir,559 Bridge Plz,Etobicoke,ON,M8Y 1G5,Canada,416-862-7028,416-626-5219,vmeir@meir.com,GMT-5,"9,2",P0004,P0004S0049,DL0002,D0081,INST00019,YOE06,,,,,,
1210,SP00000710,Lucia,Flipp,196 Touhy Ave,Scarborough,ON,M1E 3L6,Canada,416-870-8070,416-938-6909,lucia@aol.com,GMT-5,4,P0002,P0002S0016,DL0004,D0320,INST00461,YOE06,,,,,,
1211,SP00000711,Corazon,Ivaska,6 W Lincoln Ave,Saskatoon,SK,S7K 3K7,Canada,306-333-8933,306-513-1680,corazon@ivaska.org,GMT-6,1,P0001,P0001S0006,DL0002,D0123,INST00462,YOE02,,,,,,
1212,SP00000712,Jaime,Perugini,7071 E 7th St #56,Verdun,QC,H4G 1X4,Canada,514-950-4495,514-371-6473,jaime_perugini@perugini.com,GMT-5,7,P0002,P0002S0015,DL0003,D0303,INST00273,YOE01,,,,,,
1213,SP00000713,Miriam,Stakes,784 Packerland Dr,Burlington,ON,L7L 5E8,Canada,905-441-5009,905-702-1792,miriam.stakes@yahoo.com,GMT-5,8,P0003,P0003S0040,DL0003,D0263,INST00176,YOE02,,,,,,
1214,SP00000714,Vallie,Nigl,7823 N 36th Ave,North Vancouver,BC,V7H 2J2,Canada,604-848-3170,604-272-7228,vallie@yahoo.com,GMT-8,"5,10",P0004,P0004S0049,DL0003,D0194,INST00442,YOE03,,,,,,
1215,SP00000715,Sheldon,Isachsen,35 Milnor St,Valley,NS,B6L 3K5,Canada,902-330-7314,902-482-5940,sheldon@isachsen.org,GMT-5,1,P0004,P0004S0053,DL0002,D0116,INST00438,YOE04,,,,,,
1216,SP00000716,Nickie,Balonek,7 Saint Nicholas Ave,North Vancouver,BC,V7J 3P8,Canada,604-556-1080,604-408-3115,nickie.balonek@balonek.com,GMT-8,4,P0001,P0001S0002,DL0001,D0025,INST00358,YOE05,,,,,,
1217,SP00000717,Fletcher,Caneles,87 Spencerville Ct #2,Hamilton,ON,L8S 3V2,Canada,905-992-1637,905-974-3091,fcaneles@caneles.com,GMT-5,4,P0001,P0001S0006,DL0004,D0340,INST00101,YOE06,,,,,,
1218,SP00000718,Rutha,Eisert,87 W 32nd St,Niagara Falls,ON,L2G 3H6,Canada,905-468-2503,905-288-1333,rutha@eisert.com,GMT-5,2,P0003,P0003S0036,DL0002,D0095,INST00088,YOE02,,,,,,
1219,SP00000719,Brandon,Geigel,70 W Main St,Vancouver,BC,V5Z 3S8,Canada,604-940-9313,604-894-9406,bgeigel@gmail.com,GMT-8,"5,4",P0003,P0003S0043,DL0004,D0322,INST00156,YOE05,,,,,,
1220,SP00000720,Franchesca,Lamme,3208 W Touhy Ave,Charlottetown,PE,C1E 1W8,Canada,902-715-9684,902-291-8223,franchesca_lamme@yahoo.com,GMT-4,3,P0002,P0002S00015,DL0004,D0335,INST00197,YOE06,,,,,,
1221,SP00000721,Lorriane,Naddeo,7 Airway Cir,Duncan,BC,V9L 2T9,Canada,250-544-1482,250-738-4408,lorriane.naddeo@naddeo.org,GMT-8,6,P0004,P0004S0050,DL0002,D0152,INST00448,YOE06,,,,,,
1222,SP00000722,Asuncion,Berson,54 Whitaker Way,Reinfeld,MB,R6W 1K7,Canada,204-318-1929,204-696-6138,aberson@aol.com,GMT-6,5,P0004,P0004S0050,DL0001,D0004,INST00146,YOE03,,,,,,
1223,SP00000723,Georgiann,Hoerter,4945 Progress Dr,Grand-Mere,QC,G9T 3C3,Canada,819-632-2869,819-695-5561,georgiann_hoerter@hoerter.com,GMT-5,2,P0002,P0002S0016,DL0003,D0271,INST00184,YOE03,,,,,,
1224,SP00000724,Hershel,Bultron,658 W 30th St,London,ON,N5Z 1R6,Canada,519-844-4835,519-782-2362,hershel_bultron@bultron.org,GMT-5,"9,4",P0004,P0004S0052,DL0001,D0007,INST00052,YOE05,,,,,,
1225,SP00000725,Chu,Collopy,8 E 9mile Rd #697,Trois-Rivieres,QC,G8V 2J6,Canada,819-677-1206,819-899-7304,chu@aol.com,GMT-5,6,P0004,P0004S0049,DL0003,D0307,INST00152,YOE05,,,,,,
1226,SP00000726,Bettina,Vosmus,7 Ryan Industrial Ct,Vancouver,BC,V6H 3Y2,Canada,604-752-9256,604-539-9088,bettina@hotmail.com,GMT-8,1,P0004,P0004S0047,DL0003,D0249,INST00395,YOE02,,,,,,
1227,SP00000727,Lynsey,Sport,7 Mccrea St,Chilliwack,BC,V2P 6L6,Canada,604-525-6939,604-485-8495,lynsey.sport@aol.com,GMT-8,8,P0002,P0002S0011,DL0002,D0115,INST00287,YOE03,,,,,,
1228,SP00000728,Phil,Kuechler,7 Mcwhorter Rd,Jonquiere,QC,G7X 2X4,Canada,418-940-4070,418-996-6859,phil_kuechler@gmail.com,GMT-5,6,P0004,P0004S0047,DL0003,D0193,INST00337,YOE05,,,,,,
1229,SP00000729,Cordelia,Nicks,572 Simpson St,Georgetown,ON,L7G 2T4,Canada,905-975-4308,905-881-8675,cnicks@nicks.org,GMT-5,"1,1",P0001,P0001S0001,DL0002,D0091,INST00052,YOE06,,,,,,
1230,SP00000730,Georgeanna,Marrano,3493 Camino Ruiz,Hamilton,ON,L8N 2V6,Canada,905-366-7378,905-540-7836,gmarrano@gmail.com,GMT-5,2,P0003,P0003S0036,DL0001,D0033,INST00286,YOE02,,,,,,
1231,SP00000731,Rosendo,Lanter,2052 E Semoran Blvd,Regina,SK,S4N 5R4,Canada,306-700-6743,306-714-9622,rosendo@hotmail.com,GMT-6,7,P0002,P0002S0017,DL0002,D0099,INST00314,YOE05,,,,,,
1232,SP00000732,Jerilyn,Norcia,9 Main St,Hanover,ON,N4N 2P6,Canada,519-978-7661,519-649-6721,jerilyn@hotmail.com,GMT-5,1,P0004,P0004S0048,DL0002,D0158,INST00455,YOE05,,,,,,
1233,SP00000733,Elfriede,Bakeley,538 Fayetteville Street Mall,Grand-Sault/Grand Falls,NB,E3Z 2K5,Canada,506-404-8558,506-956-6048,ebakeley@bakeley.com,GMT-5,2,P0003,P0003S0019,DL0003,D0223,INST00475,YOE01,,,,,,
1234,SP00000734,Harris,Sheck,9875 Sheafe Rd,Montreal,QC,H2H 1Z2,Canada,514-257-9319,514-774-5902,harris@cox.net,GMT-5,"4,5",P0004,P0004S0053,DL0001,D0033,INST00491,YOE05,,,,,,
1235,SP00000735,Leonor,Beilinson,269 Distribution Way,Orleans,ON,K1C 1Z6,Canada,613-338-5158,613-308-1865,leonor.beilinson@hotmail.com,GMT-5,5,P0004,P0004S0047,DL0002,D0139,INST00172,YOE01,,,,,,
1236,SP00000736,Terrilyn,Waska,6 E Miraloma Ave,Gatineau,QC,J8M 2A5,Canada,819-670-6020,819-318-6187,terrilyn_waska@hotmail.com,GMT-5,3,P0002,P0002S0013,DL0003,D0267,INST00438,YOE04,,,,,,
